Geo Point;Löv- eller barrträd;Trädart vetenskapligt namn;Trädart svenskt namn;Gatu- eller parkträd;Planteringsdatum
63.81159332456292, 20.346646616576344;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83146698303279, 20.237469156188283;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83120616308903, 20.27833149464282;Lövträd;Salix Alba;Vitpil;Parkträd;
63.698787048386244, 20.379685020092428;Lövträd;Alnus Incana;Gråal;Parkträd;
63.81479563758529, 20.26408280786079;Lövträd;Betula Sp.;Björk;Parkträd;
63.84725528167362, 20.318684694946594;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.831496721817146, 20.31748968544296;Lövträd;Betula Sp.;Björk;Parkträd;
63.62905575021383, 19.917472016362026;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83196218370449, 20.243002729692314;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.69992374771237, 20.375677883673063;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82852664708083, 20.296930497040215;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.824867442406216, 20.282900392490724;Lövträd;Betula Sp.;Björk;Gatuträd;
63.797710148910454, 20.306363109629274;Lövträd;Betula Sp.;Björk;Parkträd;
63.833770438105624, 20.319533357870625;Lövträd;Betula Sp.;Björk;Parkträd;
63.82300399549303, 20.266705997304513;Lövträd;Prunus Sargentii;Bergkörsbär;Parkträd;2015-07-09
63.8154621465067, 20.252629114312168;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.792222537461015, 20.31198108318469;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;2009-09-01
63.80119667150811, 20.321179804233072;Lövträd;Betula Sp.;Björk;Parkträd;
63.832638875236135, 20.18679920867781;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82873439632657, 20.2335179680671;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.82544232659231, 20.28759454018528;Barrträd;Pinus Cembra Ssp. Sibirica;Sibirisk Cembratall;Parkträd;
63.8172569937917, 20.292371997805166;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2013-07-01
63.80654736887526, 20.173001617308895;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83782770131456, 20.150570363060734;Lövträd;Salix Alba;Vitpil;Parkträd;
63.832515510841446, 20.305537971234017;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83451430222407, 20.22172617673344;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.7972149137726, 20.307393307650774;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82947112829816, 20.30815452214108;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80446719950979, 20.310386383193496;Lövträd;Betula Sp.;Björk;Parkträd;
63.80020418259365, 20.31998849609015;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.87653891795006, 20.306298250045295;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.837146194113714, 20.183269459234463;Lövträd;Betula Sp.;Björk;Parkträd;
63.829166996381545, 20.267011995610115;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2013-07-01
63.79948052854089, 20.35045168732856;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83407297370654, 20.22185985132199;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.90142926923574, 20.546516820458013;Lövträd;Betula Sp.;Björk;Parkträd;
63.8347829944151, 20.201559998082804;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2012-07-01
63.830521540998824, 20.31116910378876;Lövträd;Acer Platanoides;Skogslönn;Parkträd;2009-09-01
63.823766555583546, 20.297068662702316;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.828540164486924, 20.257618221884684;Lövträd;Betula Sp.;Björk;Gatuträd;
63.834890952419, 20.162375503731624;;;Saknas;;
63.82739286952057, 20.281467418435362;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.800564843171905, 20.302994676313233;Lövträd;Prunus Maackii;Näverhägg;Parkträd;2009-09-01
63.82427746464998, 20.287832893608286;Barrträd;Picea Abies;Gran;Parkträd;
63.836646462089334, 20.225964323865224;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.857273955048896, 20.305469217983354;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82768476911298, 20.274880873439788;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84045736150599, 20.282482757371312;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84991677530615, 20.297963025422003;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.828609807148794, 20.231596975907927;Lövträd;Betula Sp.;Björk;Parkträd;
63.83529212639812, 20.327198899825802;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.844426659529695, 20.2227256659984;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81698445222983, 20.23043715314719;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83287966481588, 20.240761564704815;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83795474844983, 20.250555805060767;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-07-01
63.834596995216884, 20.203176997020897;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2012-07-01
63.85644817777688, 20.315062290890584;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.809449350995806, 20.319136187717607;Lövträd;Tilia Cordata;Skogslind;Gatuträd;
63.84154271754335, 20.27698487341817;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84572468288217, 20.29255184043022;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83317001195011, 20.23213614078332;Lövträd;Betula Sp.;Björk;Parkträd;
63.84496625648443, 20.280000102838667;Barrträd;Picea Abies;Gran;Parkträd;
63.80279515056223, 20.374403223819446;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.70003481031503, 20.380045843838214;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.846389989467006, 20.300622052167753;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83798729999966, 20.33185541957686;Lövträd;Betula Sp.;Björk;Parkträd;
63.83701567721355, 20.177561166440267;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.801030854132286, 20.319724217157265;Lövträd;Betula Sp.;Björk;Parkträd;
63.80094713306506, 20.30379386769279;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83843010882693, 20.249989604602433;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-07-01
63.811528391531255, 20.294664147630755;Lövträd;Prunus Padus;Hägg;Parkträd;2009-09-01
63.82076336795015, 20.217484470697467;Lövträd;Betula Sp.;Björk;Parkträd;
63.82890799808186, 20.226866532865067;Lövträd;Betula Sp.;Björk;Parkträd;
63.81663599558892, 20.28942599875583;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.807694575060175, 20.197134917311807;Lövträd;Betula Sp.;Björk;Parkträd;
63.82258579761042, 20.281921739770986;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.81085243191501, 20.26951019315252;Lövträd;Betula Sp.;Björk;Parkträd;
63.84004224578619, 20.275091262235815;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.86591690646198, 20.303925715832793;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80116328778289, 20.32119662781977;Lövträd;Betula Sp.;Björk;Parkträd;
63.81625592656519, 20.206682481452113;Barrträd;Picea Pungens;Blågran;Parkträd;
63.83242311022108, 20.206859910908786;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.634445015153986, 19.911762840499257;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83256494120791, 20.24286265130007;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81290475852325, 20.250174326719367;Lövträd;Betula Sp.;Björk;Parkträd;
63.82142920045634, 20.291642251920653;Lövträd;Prunus Maackii;Näverhägg;Parkträd;2009-09-01
63.809022364155204, 20.186553721522582;Barrträd;Picea Abies;Gran;Parkträd;
63.841580380882206, 20.239455338030385;Lövträd;Betula Sp.;Björk;Parkträd;
63.81366799581438, 20.323876997727105;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.81775406546554, 20.218933087452683;Lövträd;Betula Sp.;Björk;Parkträd;
63.80589499505239, 20.321655998874935;Lövträd;Malus John Downie;Prydnadsapel John Downie;Parkträd;2012-07-01
63.81702520151855, 20.264932429752466;Lövträd;Betula Sp.;Björk;Parkträd;
63.857642112622486, 20.306803074707762;Lövträd;Betula Sp.;Björk;Parkträd;
63.834303430090124, 20.224513960464606;Barrträd;Pinus Sylvestris;Tall;Parkträd;2011-07-01
63.82789995873346, 20.27992564048303;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.705282202976164, 20.363083115023084;Barrträd;Picea Abies;Gran;Parkträd;
63.84620092042948, 20.30695035502198;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.837280891119136, 20.320644731544164;Lövträd;Betula Sp.;Björk;Parkträd;
63.85261158202824, 20.322616786358854;Lövträd;Populus Tremula;Asp;Parkträd;
63.82468829575788, 20.276160718638277;Lövträd;Populus Laurifolia;Lagerpoppel;Parkträd;
63.841019488061576, 20.21959992964922;Lövträd;Betula Sp.;Björk;Parkträd;
63.81297681072546, 20.212597400876003;Lövträd;Betula Sp.;Björk;Parkträd;
63.81971293945653, 20.20386457107171;Lövträd;Betula Sp.;Björk;Parkträd;
63.62897799799548, 19.917178998551968;Lövträd;Betula Sp.;Björk;Parkträd;
63.816322515652715, 20.25559101855055;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.840012994764905, 20.201322997658373;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-08-27
63.80077855792724, 20.352516256649885;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81170294096405, 20.340736365244343;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82702605061693, 20.285087759268222;Lövträd;Prunus Padus;Hägg;Parkträd;
63.838915124309864, 20.274088725323175;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.63116697424898, 19.925654176258192;Lövträd;Betula Sp.;Björk;Parkträd;
63.82601149600129, 20.26673153825587;Lövträd;Betula Sp.;Björk;Gatuträd;
63.81168619378594, 20.346907332712682;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80952876565876, 20.20466018233134;Lövträd;Betula Sp.;Björk;Parkträd;
63.83319647198981, 20.273003242689065;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.831239236990896, 20.27804145730338;Lövträd;Salix Alba;Vitpil;Parkträd;
63.81301965638083, 20.25327497273083;Barrträd;Picea Abies;Gran;Parkträd;
63.8260831440787, 20.284320575828232;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84919188029749, 20.30529517747559;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.847009906788024, 20.31901910091736;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83194012885681, 20.27821543083375;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83312860453669, 20.261159379866946;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.855135751545525, 20.319391890026125;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82897867129347, 20.261338368854634;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.81291723226141, 20.29379669752256;Lövträd;Betula Sp.;Björk;Parkträd;
63.80944879801883, 20.32264366565343;Lövträd;Betula Sp.;Björk;Parkträd;
63.70545482382912, 20.361947016457663;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.806772466865006, 20.314987591648364;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.846103994630724, 20.34196999628339;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.80275117679563, 20.37049862273359;Lövträd;Betula Sp.;Björk;Parkträd;
63.853574153256254, 20.339266611178267;Lövträd;Betula Sp.;Björk;Parkträd;
63.70556633277524, 20.312886123022007;Lövträd;Salix Caprea;Sälg;Parkträd;
63.82459083538325, 20.26946256732701;Barrträd;Picea Pungens Glauca-Gruppen;Blågran;Parkträd;
63.85743936932379, 20.302441667671374;Lövträd;Betula Sp.;Björk;Parkträd;
63.832110382178, 20.242499283291163;Lövträd;Betula Sp.;Björk;Parkträd;
63.83265165300278, 20.241856962969436;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.845254125979146, 20.280265643628816;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83474512614453, 20.230153993220284;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2011-07-01
63.85155609680844, 20.30217498039701;Lövträd;Betula Sp.;Björk;Parkträd;
63.804239207037476, 20.31124288892582;Lövträd;Betula Sp.;Björk;Parkträd;
63.839233932037686, 20.248005623887263;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-07-01
63.81893999348392, 20.29874199880273;Lövträd;Acer Platanoides Fk Ultuna E;Skogslönn Fk. Ultuna E;Gatuträd;2012-10-01
63.84169899535142, 20.187803996812285;Barrträd;Pinus Sylvestris;Tall;Parkträd;2013-08-29
63.8094143936325, 20.379010806709356;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-06-30
63.80751908788935, 20.342441622071284;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83424959406387, 20.250833936268393;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83774021856037, 20.323641471602773;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.832131530064245, 20.27467482388003;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.85307097521512, 20.298084952614293;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.62323266343468, 19.920847949026562;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.849074418841795, 20.304857299007896;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.62415361491982, 19.90050430932681;Barrträd;Pinus Cembra;Cembratall;Parkträd;
63.834345188350056, 20.234193772500987;Lövträd;Aesculus Hippocastanum;Hästkastanj;Parkträd;2012-07-01
63.798513771067924, 20.2852824674087;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83285048079827, 20.31352687644982;Lövträd;Populus Tremula;Asp;Parkträd;
63.839683754359484, 20.27481989475344;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.62209441390985, 19.914267258598695;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.8310645611871, 20.24098921808633;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.804506995372634, 20.356932997764076;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2014-09-01
63.827498938601344, 20.26137547196433;Lövträd;Betula Sp.;Björk;Gatuträd;
63.823357761290865, 20.283598562568116;Lövträd;Betula Sp.;Björk;Gatuträd;
63.83315342904083, 20.18145272264931;Lövträd;Betula Sp.;Björk;Parkträd;
63.82993899369662, 20.268440997966284;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2013-07-01
63.830941579572546, 20.245460272673988;Barrträd;Picea Abies;Gran;Parkträd;
63.84623699381634, 20.313566997243136;Lövträd;Prunus Pensylvanica;Amerikanskt Häggkörsbär;Parkträd;2013-08-26
63.70718020056662, 20.370679123946715;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.80937632537605, 20.187791351522353;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82391924530515, 20.28605916709292;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Gatuträd;2015-08-31
63.83222016809637, 20.23796586424386;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82840304729732, 20.24663225017306;Lövträd;Tilia Cordata;Skogslind;Parkträd;
63.83728757351943, 20.18953978039109;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.833531460772235, 20.229716770834237;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2011-07-01
63.833583623946694, 20.319551165103668;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.80999593961297, 20.31349350269225;Lövträd;;;Parkträd;
63.81661499427865, 20.290451999292337;Lövträd;Betula Pendula Savolaksie;Vårtbjörk Savolaksie;Parkträd;2010-07-01
63.80271076795307, 20.318971528282027;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.82255928587206, 20.243215304881634;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.824454604517115, 20.282937558213057;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Gatuträd;2015-08-31
63.832418485701666, 20.240772104962378;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.828941038491514, 20.25599851634551;Lövträd;Betula Sp.;Björk;Gatuträd;
63.83263518482349, 20.186158375500163;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83889021944426, 20.224061764724553;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.90668362103632, 20.543904016059845;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.718148992893916, 20.386499997989038;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Parkträd;2010-07-01
63.804119497736096, 20.352322807883702;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82727074164209, 20.26058169181954;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.83823509407413, 20.1512943701855;Lövträd;Salix Alba;Vitpil;Parkträd;
63.79948165468747, 20.28086049370813;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82405597883158, 20.285551648677973;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83525369164762, 20.23382102742214;Lövträd;Alnus Incana Fk Deje E;Gråal;Parkträd;2011-07-01
63.81823794156928, 20.221052233645928;Lövträd;Betula Sp.;Björk;Parkträd;
63.83920566244328, 20.238365006952446;Lövträd;Betula Sp.;Björk;Parkträd;
63.857026297027474, 20.334146580347902;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.823024953672125, 20.294335578282645;Lövträd;Populus Tremula;Asp;Parkträd;
63.81759582324749, 20.188913688040184;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.83794718702242, 20.22437473105415;Lövträd;Betula Sp.;Björk;Parkträd;
63.83226139732302, 20.23853059179235;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.827153936712016, 20.239629960806624;Lövträd;Betula Sp.;Björk;Parkträd;
63.83965672982197, 20.31813966579203;Lövträd;Betula Sp.;Björk;Parkträd;
63.879809449862464, 20.307387348272304;Lövträd;Betula Sp.;Björk;Parkträd;
63.81786299507915, 20.31741499858013;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2010-07-01
63.81075849736768, 20.272542871125555;Lövträd;Prunus Padus;Hägg;Parkträd;
63.84382761633313, 20.278442763367007;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83222528003462, 20.239067200536976;Lövträd;Betula Sp.;Björk;Parkträd;
63.8344609936949, 20.204356997633745;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2012-07-01
63.83536534083833, 20.22269404606475;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2011-07-01
63.825962649328424, 20.253103234261392;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.825324696160145, 20.26194413638722;Lövträd;Acer Rubrum Red Sunset;Rödlönn Red Sunset;Gatuträd;2018-06-30
63.83683271204317, 20.167796619046364;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83377068781235, 20.271356136310043;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81787599330724, 20.31558899758921;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2010-07-01
63.83435589848771, 20.196515604100366;Lövträd;;Saknas;Parkträd;
63.852314814337156, 20.349423377066188;Lövträd;Alnus Incana Laciniata;Flikbladig Gråal;Gatuträd;2020-05-09
63.820225407080954, 20.232739999915665;Lövträd;Betula Sp.;Björk;Parkträd;
63.83849318881696, 20.237579341438316;Lövträd;Betula Sp.;Björk;Parkträd;
63.85289820410826, 20.312744976942362;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.70493672367558, 20.36727856717355;Lövträd;Acer Platanoides Fk Ultuna;Skogslönn Fk Ultuna;;2020-09-20
63.825563074209484, 20.269013718685112;Lövträd;Syringa Reticulata Ivory Silk;Ligustersyren Ivory Silk;Parkträd;2016-06-30
63.841849845486394, 20.152313579482936;;;;;
63.613982566168204, 19.907277359844276;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2014-10-31
63.80434369560253, 20.35258239842622;Lövträd;Acer Platanoides Fk Ultuna E;Skogslönn E;Parkträd;2020-05-14
63.84921797651226, 20.301939413805655;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.801252063744435, 20.321481261041782;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83814502962665, 20.22389181618675;Lövträd;Betula Sp.;Björk;Parkträd;
63.82524942457418, 20.263433257942857;Lövträd;Acer Rubrum Red Sunset;Rödlönn Red Sunset;Gatuträd;2018-06-30
63.83143683365809, 20.24250936777647;Lövträd;Populus Tremula;Asp;Parkträd;2016-06-30
63.831223675203745, 20.241897197353477;Lövträd;Populus Tremula;Asp;Parkträd;2016-06-30
